   215    1.6405    0.0684
   216    1.6481    0.0641
   217    1.6557    0.0599
   218    1.6633    0.0558
   219    1.6710    0.0519
   220    1.6786    0.0480
   221    1.6862    0.0442
   222    1.6939    0.0405
   223    1.7015    0.0369
   224    1.7091    0.0333
   225    1.7168    0.0300
   226    1.7244    0.0268
   227    1.7320    0.0236
   228    1.7396    0.0206
   229    1.7473    0.0178
   230    1.7549    0.0151
   231    1.7625    0.0125
   232    1.7702    0.0101
   233    1.7778    0.0080
   234    1.7854    0.0060
   235    1.7930    0.0042
   236    1.8007    0.0025
   237    1.8083    0.0012
   238    1.8159    0.0001
   239    1.8236    0.0000
   240    1.8312    0.0000
   241    1.8388    0.0000
   242    1.8465    0.0000
   243    1.8541    0.0000
   244    1.8617    0.0000
   245    1.8693    0.0000
   246    1.8770    0.0000
   247    1.8846    0.0000
   248    1.8922    0.0000
   249    1.8999    0.0000
   250    1.9075    0.0000
   251    1.9151    0.0000
   252    1.9228    0.0000
   253    1.9304    0.0000
   254    1.9380    0.0000
   255    1.9456    0.0000
